name,time,Det-1,Det-2,Det-3,Det-4,Actual-1,Actual-2,Actual-3,Actual-4
img_det_0_retinanet.jpg,10.52118564,1,1,1,1,1,1,1,1
img_det_1_retinanet.jpg,4.137720346,1,1,0,1,1,1,1,1
img_det_2_retinanet.jpg,3.959133387,1,1,0,1,1,1,1,1
img_det_3_retinanet.jpg,3.906738281,1,1,1,1,1,1,1,1
img_det_4_retinanet.jpg,4.052979469,1,1,0,1,1,1,1,1
img_det_5_retinanet.jpg,3.909558535,1,1,1,1,1,1,1,1
img_det_6_retinanet.jpg,3.928300381,1,1,1,1,1,1,1,1
img_det_7_retinanet.jpg,3.946443558,1,1,0,0,1,1,1,1
img_det_8_retinanet.jpg,3.791804075,1,0,0,1,1,0,1,1
img_det_9_retinanet.jpg,3.925650358,1,0,1,1,1,0,1,1
img_det_10_retinanet.jpg,4.449794769,1,0,1,1,1,0,1,1
img_det_11_retinanet.jpg,3.764140844,1,0,1,0,1,0,1,1
img_det_12_retinanet.jpg,4.13242054,1,0,1,1,1,0,1,1
img_det_13_retinanet.jpg,4.529561996,1,0,1,0,1,0,1,1
img_det_14_retinanet.jpg,4.210170269,1,0,1,1,1,0,1,1
img_det_15_retinanet.jpg,4.390293121,1,0,0,0,1,0,1,0
img_det_16_retinanet.jpg,4.343580484,1,0,0,0,1,0,1,0
img_det_17_retinanet.jpg,4.033697844,1,0,1,0,1,0,1,0
img_det_18_retinanet.jpg,4.540786028,1,0,0,0,1,0,1,0
img_det_19_retinanet.jpg,3.861192465,1,0,1,0,1,0,1,0
img_det_20_retinanet.jpg,3.774252415,1,0,0,0,1,0,1,0
img_det_21_retinanet.jpg,3.767608643,1,0,1,0,1,0,1,0
img_det_22_retinanet.jpg,3.731333733,1,0,0,0,1,0,1,0
img_det_23_retinanet.jpg,3.898128033,1,0,1,0,1,0,1,0
img_det_24_retinanet.jpg,3.785293341,1,0,1,0,1,0,1,0
img_det_25_retinanet.jpg,3.743752718,1,0,1,0,1,0,1,0
img_det_26_retinanet.jpg,3.828417063,1,0,1,0,1,0,1,0
img_det_27_retinanet.jpg,3.912043333,1,0,0,0,1,0,1,0
img_det_28_retinanet.jpg,4.022917032,1,0,1,0,1,0,1,0
img_det_29_retinanet.jpg,4.459601641,1,0,0,0,1,0,1,0
img_det_30_retinanet.jpg,3.895207644,1,0,1,0,1,0,1,0
img_det_31_retinanet.jpg,4.065720081,1,0,1,0,1,0,1,0
img_det_32_retinanet.jpg,3.880141973,1,0,1,0,1,0,1,0
img_det_33_retinanet.jpg,3.886646271,1,0,0,0,1,0,1,0
img_det_34_retinanet.jpg,3.762665987,1,0,1,0,1,0,1,0
img_det_35_retinanet.jpg,3.723139763,1,0,1,0,1,0,1,0
img_det_36_retinanet.jpg,4.467689037,1,0,1,0,1,0,1,0
img_det_37_retinanet.jpg,3.730345726,1,0,0,0,1,0,1,0
img_det_38_retinanet.jpg,3.813667536,1,0,1,0,1,0,1,0
img_det_39_retinanet.jpg,3.754172325,1,0,0,0,1,0,1,0
img_det_40_retinanet.jpg,3.760955572,1,0,0,0,1,0,1,0
img_det_41_retinanet.jpg,3.726011992,1,0,1,0,1,0,1,0
img_det_42_retinanet.jpg,3.758406878,1,0,1,0,1,0,1,0
img_det_43_retinanet.jpg,3.993666649,1,0,1,0,1,0,1,0
img_det_44_retinanet.jpg,3.762086868,1,0,0,0,1,0,1,0
img_det_45_retinanet.jpg,3.755125761,1,0,1,0,1,0,1,0
img_det_46_retinanet.jpg,3.731103659,1,0,1,0,1,0,1,0
img_det_47_retinanet.jpg,3.861885309,1,0,1,0,1,0,1,0
img_det_48_retinanet.jpg,5.048188448,1,0,1,0,1,0,1,0
img_det_49_retinanet.jpg,3.798154116,1,0,1,0,1,0,1,0
img_det_50_retinanet.jpg,3.821858644,1,0,1,0,1,0,1,0
img_det_51_retinanet.jpg,3.801378965,1,0,1,0,1,0,1,0
img_det_52_retinanet.jpg,3.804395199,1,0,1,0,1,0,1,0
img_det_53_retinanet.jpg,3.853093147,1,0,1,0,1,0,1,0
img_det_54_retinanet.jpg,3.783517838,1,0,0,0,1,0,1,0
img_det_55_retinanet.jpg,4.149501801,1,0,1,0,1,0,1,0
img_det_56_retinanet.jpg,4.33985424,1,0,1,0,1,0,1,0
img_det_57_retinanet.jpg,4.033968687,1,0,1,0,1,0,1,0
img_det_58_retinanet.jpg,3.895420551,1,0,1,0,1,0,1,0
img_det_59_retinanet.jpg,3.931959629,1,0,1,0,1,0,1,0
img_det_60_retinanet.jpg,4.781652689,1,0,0,0,1,0,1,0
img_det_61_retinanet.jpg,4.391983509,1,0,0,0,1,0,1,0
img_det_62_retinanet.jpg,3.962630749,1,0,0,0,1,0,1,0
img_det_63_retinanet.jpg,4.942687511,1,0,1,0,1,0,1,0
img_det_64_retinanet.jpg,5.383177996,1,0,1,0,1,0,1,0
img_det_65_retinanet.jpg,5.073285341,1,0,1,0,1,0,1,0
img_det_66_retinanet.jpg,5.047737598,0,0,1,0,1,0,1,0
img_det_67_retinanet.jpg,4.777667522,0,0,1,0,1,0,1,0
img_det_68_retinanet.jpg,4.972882509,1,0,1,0,1,0,1,0
img_det_69_retinanet.jpg,5.247496128,1,0,1,0,1,0,1,0
img_det_70_retinanet.jpg,5.518656015,1,0,1,0,1,0,1,0
img_det_71_retinanet.jpg,5.183763742,1,0,0,0,1,0,1,0
img_det_72_retinanet.jpg,4.92929697,1,0,1,0,1,0,1,0
img_det_73_retinanet.jpg,4.437794209,1,0,1,0,1,0,1,0
img_det_74_retinanet.jpg,4.342104673,1,0,1,0,1,0,1,0
img_det_75_retinanet.jpg,6.030485392,1,0,1,0,1,0,1,0
img_det_76_retinanet.jpg,4.560085058,1,0,1,0,1,0,1,0
img_det_77_retinanet.jpg,4.389702559,1,0,0,0,1,0,1,0
img_det_78_retinanet.jpg,4.614677429,1,0,1,0,1,0,1,0
img_det_79_retinanet.jpg,5.39489007,1,0,1,0,1,0,1,0
img_det_80_retinanet.jpg,4.74148035,1,1,1,0,1,1,1,0
img_det_81_retinanet.jpg,4.022684574,1,1,0,0,1,1,1,0
img_det_82_retinanet.jpg,3.977629423,1,1,1,0,1,1,1,0
img_det_83_retinanet.jpg,4.652973413,1,1,0,0,1,1,1,0
img_det_84_retinanet.jpg,4.248803377,1,1,0,0,1,1,1,0
img_det_85_retinanet.jpg,3.852693319,1,1,1,0,1,1,1,0
img_det_86_retinanet.jpg,4.031022787,1,1,1,0,1,1,1,0
img_det_87_retinanet.jpg,3.819123745,1,1,1,0,1,1,1,0
img_det_88_retinanet.jpg,3.878954411,1,1,1,0,1,1,1,0
img_det_89_retinanet.jpg,4.717484236,1,1,1,0,1,1,1,0
img_det_90_retinanet.jpg,5.516022444,1,1,1,0,1,1,1,0
img_det_91_retinanet.jpg,4.519180775,1,1,1,0,1,1,1,0
img_det_92_retinanet.jpg,5.835247278,1,1,1,0,1,1,1,0
img_det_93_retinanet.jpg,4.481021404,1,1,1,0,1,1,1,0
img_det_94_retinanet.jpg,5.136894703,1,1,1,0,1,1,1,0
img_det_95_retinanet.jpg,4.255315542,1,1,1,0,1,1,1,0
img_det_96_retinanet.jpg,4.350637674,1,1,1,0,1,1,1,0
img_det_97_retinanet.jpg,4.52016449,1,1,0,0,1,1,1,0
img_det_98_retinanet.jpg,5.014312029,1,1,1,0,1,1,1,0
img_det_99_retinanet.jpg,4.26661706,1,1,0,0,1,1,1,0
img_det_100_retinanet.jpg,4.491776228,1,1,1,0,1,1,1,0
img_det_101_retinanet.jpg,4.490201712,1,1,1,0,1,1,1,0
img_det_102_retinanet.jpg,3.883681297,1,1,1,0,1,1,1,0
img_det_103_retinanet.jpg,4.291046858,1,1,1,0,1,1,1,0
img_det_104_retinanet.jpg,4.10502243,1,0,0,0,1,1,1,0
img_det_105_retinanet.jpg,3.9705019,1,1,1,0,1,1,1,0
img_det_106_retinanet.jpg,5.265144825,1,1,1,0,1,1,1,0
img_det_107_retinanet.jpg,4.464398623,1,1,1,0,1,1,1,0
img_det_108_retinanet.jpg,3.96608758,1,1,1,0,1,1,1,0
img_det_109_retinanet.jpg,4.163418293,1,1,1,0,1,1,1,0
img_det_110_retinanet.jpg,4.211345673,1,1,1,0,1,1,1,0
img_det_111_retinanet.jpg,4.352982044,1,1,0,0,1,1,1,0
img_det_112_retinanet.jpg,4.214951992,1,1,1,0,1,1,1,0
img_det_113_retinanet.jpg,4.479769945,1,1,1,0,1,1,1,0
img_det_114_retinanet.jpg,4.165790558,1,1,0,0,1,1,1,0
img_det_115_retinanet.jpg,4.294252396,1,1,1,0,1,1,1,0
img_det_116_retinanet.jpg,4.364481926,1,1,0,0,1,1,1,0
img_det_117_retinanet.jpg,3.915045023,1,1,1,0,1,1,1,0
img_det_118_retinanet.jpg,4.891959906,1,1,1,0,1,1,1,0
img_det_119_retinanet.jpg,3.890184879,1,1,0,0,1,1,1,0
img_det_120_retinanet.jpg,4.284184933,1,1,1,0,1,1,1,0
img_det_121_retinanet.jpg,3.74709487,1,1,1,0,1,1,1,0
img_det_122_retinanet.jpg,3.770961523,1,1,0,0,1,1,1,0
img_det_123_retinanet.jpg,4.125899792,1,1,1,0,1,1,1,0
img_det_124_retinanet.jpg,4.126786947,1,1,0,0,1,1,1,0
img_det_125_retinanet.jpg,3.91399312,1,1,1,0,1,1,1,0
img_det_126_retinanet.jpg,4.274208546,1,1,1,0,1,1,1,0
img_det_127_retinanet.jpg,3.610123634,1,1,1,0,1,1,1,0
img_det_128_retinanet.jpg,4.346389771,1,1,1,0,1,1,1,0
img_det_129_retinanet.jpg,3.959937811,1,1,0,0,1,1,1,0
img_det_130_retinanet.jpg,4.455988407,1,1,1,0,1,1,1,0
img_det_131_retinanet.jpg,5.817738771,1,1,1,0,1,1,1,0
img_det_132_retinanet.jpg,4.277273655,1,1,1,0,1,1,1,0
img_det_133_retinanet.jpg,4.782374144,1,1,1,0,1,1,1,0
img_det_134_retinanet.jpg,4.894112825,1,1,0,0,1,1,1,0
img_det_135_retinanet.jpg,4.191041946,1,1,1,0,1,1,1,0
img_det_136_retinanet.jpg,4.411944389,1,1,1,0,1,1,1,0
img_det_137_retinanet.jpg,4.240365744,1,1,1,0,1,1,1,0
img_det_138_retinanet.jpg,3.780040026,1,1,1,0,1,1,1,0
img_det_139_retinanet.jpg,4.236097097,1,1,1,0,1,1,1,0
img_det_140_retinanet.jpg,4.106240511,1,1,1,0,1,1,1,0
img_det_141_retinanet.jpg,3.699697495,1,1,0,0,1,1,1,0
img_det_142_retinanet.jpg,4.088763475,1,1,1,0,1,1,1,0
img_det_143_retinanet.jpg,4.616827726,1,1,0,0,1,1,1,0
img_det_144_retinanet.jpg,4.138300896,1,1,1,0,1,1,1,0
img_det_145_retinanet.jpg,4.619499683,1,1,0,0,1,1,1,0
img_det_146_retinanet.jpg,4.778939486,1,1,1,0,1,1,1,0
img_det_147_retinanet.jpg,4.400845289,1,1,1,0,1,1,1,0
img_det_148_retinanet.jpg,4.228076458,1,1,1,0,1,1,1,0
